      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
    5052      29      12    2006       85.2350000       70.8295307
    5053      30      12    2006       76.6220000       68.0645263
    5054      31      12    2006       73.0580000       65.7379697
    5055       1       1    2007       74.8840000       76.1321239
    5056       2       1    2007       83.4500000      105.4846622
    5057       3       1    2007       95.1720000      102.2554818
    5058       4       1    2007      100.6640000       91.8293386
    5059       5       1    2007       97.8950000       84.9074064
    5060       6       1    2007       88.5560000       79.9478418
    5061       7       1    2007       80.9570000       75.8343968
    5062       8       1    2007       78.5010000       74.1500069
    5063       9       1    2007       78.5010000       76.7994094
    5064      10       1    2007       78.5010000       75.9241125
    5065      11       1    2007       79.7240000       73.2447695
    5066      12       1    2007       74.8840000       68.7492540
    5067      13       1    2007       74.8840000       65.2698353
    5068      14       1    2007       71.3450000       62.2468657
    5069      15       1    2007       70.1820000       59.5928159
    5070      16       1    2007       67.8790000       57.2817358
    5071      17       1    2007       65.6070000       55.3078804
    5072      18       1    2007       64.4820000       53.5760411
    5073      19       1    2007       64.4820000       51.9963607
    5074      20       1    2007       63.3640000       50.4982562
    5075      21       1    2007       61.1490000       56.5618046
    5076      22       1    2007       66.7390000       80.9735363
    5077      23       1    2007      103.4810000      143.0241607
    5078      24       1    2007      333.3210000      247.2015481
    5079      25       1    2007      305.7530000      262.2958234
    5080      26       1    2007      230.2660000      224.5731829
    5081      27       1    2007      175.8730000      192.0704301
    5082      28       1    2007      157.5900000      165.0434209
    5083      29       1    2007      141.4780000      143.5847871
    5084      30       1    2007      143.0670000      128.2516221
    5085      31       1    2007      135.1750000      115.8309732
    5086       1       2    2007      128.9540000      106.3913386
    5087       2       2    2007      135.1750000       99.8437507
    5088       3       2    2007      119.7820000       95.3600332
    5089       4       2    2007      112.2890000       92.7915401
    5090       5       2    2007      109.3300000       86.4556704
    5091       6       2    2007      106.3940000      101.1287444
    5092       7       2    2007      141.4780000      146.4767621
    5093       8       2    2007      210.5080000      177.1526118
    5094       9       2    2007      261.6950000      229.0260409
    5095      10       2    2007      305.7530000      226.5614335
    5096      11       2    2007      237.5660000      200.8985187
    5097      12       2    2007      215.8490000      223.7722675
    5098      13       2    2007      343.2880000      323.2644779
    5099      14       2    2007      347.2910000      306.1178733
    5100      15       2    2007      292.1730000      274.8333831
    5101      16       2    2007      244.9260000      243.5885383
    5102      17       2    2007      215.8490000      211.9563489
    5103      18       2    2007      196.4470000      184.0113158
    5104      19       2    2007      180.9560000      159.9020791
    5105      20       2    2007      162.5200000      140.7435971
    5106      21       2    2007      149.4720000      129.3812044
    5107      22       2    2007      136.7430000      125.4343394
    5108      23       2    2007      125.8750000      122.0334950
    5109      24       2    2007      127.4120000      113.3013467
    5110      25       2    2007      119.7820000      154.4413701
    5111      26       2    2007      269.2370000      275.1441502
    5112      27       2    2007      305.7530000      261.8078701
    5113      28       2    2007      244.9260000      223.9796338
    5114       1       3    2007      206.9680000      193.9033003
    5115       2       3    2007      194.7080000      182.7047194
    5116       3       3    2007      191.2440000      191.4935889
    5117       4       3    2007      167.4920000      171.9663762
    5118       5       3    2007      155.9570000      150.0349513
    5119       6       3    2007      147.8630000      136.1194310
    5120       7       3    2007      143.0670000      169.4435311
    5121       8       3    2007      228.4500000      246.2010765
    5122       9       3    2007      271.1310000      256.9110851
    5123      10       3    2007      224.8300000      225.7720118
    5124      11       3    2007      182.6600000      194.1075073
    5125      12       3    2007      167.4920000      168.3649129
    5126      13       3    2007      154.3280000      148.4224232
    5127      14       3    2007      144.6610000      134.4282134
    5128      15       3    2007      130.5010000      125.2750959
    5129      16       3    2007      127.4120000      118.4915625
    5130      17       3    2007      119.7820000      111.7250857
    5131      18       3    2007      115.2700000      109.0764036
    5132      19       3    2007      130.5010000      187.1021067
    5133      20       3    2007      259.8180000      323.6626973
    5134      21       3    2007      208.7360000      302.7716697
    5135      22       3    2007      194.7080000      260.8947653
    5136      23       3    2007      196.4470000      230.1248005
    5137      24       3    2007      223.0260000      208.6498372
    5138      25       3    2007      214.0650000      194.4488359
    5139      26       3    2007      232.0850000      187.2538492
    5140      27       3    2007      228.4500000      175.7097136
    5141      28       3    2007      205.2040000      159.8655662
    5142      29       3    2007      180.9560000      145.0056380
    5143      30       3    2007      170.8300000      140.8212019
    5144      31       3    2007      154.3280000      160.9364201
    5145       1       4    2007      157.5900000      167.3719789
    5146       2       4    2007      160.8720000      158.0222913
    5147       3       4    2007      152.7050000      144.7414934
    5148       4       4    2007      160.8720000      135.1935390
    5149       5       4    2007      147.8630000      124.5248471
    5150       6       4    2007      141.4780000      113.7714858
    5151       7       4    2007      125.8750000      106.8384108
    5152       8       4    2007      122.8180000      104.3956581
    5153       9       4    2007      124.3440000      101.1976104
    5154      10       4    2007      121.2970000       97.4461683
    5155      11       4    2007      122.8180000       95.0826925
    5156      12       4    2007      127.4120000       93.7812753
    5157      13       4    2007      128.9540000       93.0974677
    5158      14       4    2007      119.7820000       92.4018246
    5159      15       4    2007      118.2730000       91.5342171
    5160      16       4    2007      118.2730000       89.2605950
    5161      17       4    2007      121.2970000       83.0180202
    5162      18       4    2007      115.2700000       77.7436960
    5163      19       4    2007      106.3940000       73.4371621
    5164      20       4    2007      102.0670000       69.7586216
    5165      21       4    2007       96.5280000       66.5896153
    5166      22       4    2007       92.4930000       63.8400912
    5167      23       4    2007       92.4930000       61.4374845
    5168      24       4    2007       92.4930000       59.3233492
    5169      25       4    2007       92.4930000       57.5044477
    5170      26       4    2007       91.1700000       56.0981088
    5171      27       4    2007       87.2640000       54.8953810
    5172      28       4    2007       83.4500000       53.7714772
    5173      29       4    2007       80.9570000       53.1701540
    5174      30       4    2007       80.9570000       54.1931929
    5175       1       5    2007       79.7240000       52.2073432
    5176       2       5    2007       83.4500000       50.6352731
    5177       3       5    2007       80.9570000       49.7043574
    5178       4       5    2007       84.7120000       72.9362566
    5179       5       5    2007      119.7820000       89.9516538
    5180       6       5    2007       97.8950000       72.5802522
    5181       7       5    2007       91.1700000       66.5622866
    5182       8       5    2007       83.4500000       63.7275308
    5183       9       5    2007       84.7120000       61.8908974
    5184      10       5    2007       85.9830000       60.2816525
    5185      11       5    2007       82.1990000       58.3054848
    5186      12       5    2007       74.8840000       56.6276904
    5187      13       5    2007       65.6070000       55.0749762
    5188      14       5    2007       64.4820000       53.6292549
    5189      15       5    2007       73.6960000       55.1134262
    5190      16       5    2007       78.5010000       59.1638318
    5191      17       5    2007       70.1820000       58.1550493
    5192      18       5    2007       71.3450000       54.6717039
    5193      19       5    2007       65.6070000       51.9026305
    5194      20       5    2007       55.7250000       50.4674141
    5195      21       5    2007       57.8760000       49.2497413
    5196      22       5    2007       57.8760000       48.1757822
    5197      23       5    2007       63.3640000       47.8569597
    5198      24       5    2007       67.8790000       46.8692992
    5199      25       5    2007       58.9600000       45.6987043
    5200      26       5    2007       57.8760000       45.3509389
    5201      27       5    2007       56.7970000       57.6405955
    5202      28       5    2007       72.5160000       83.7808122
    5203      29       5    2007      102.0670000       97.6691111
    5204      30       5    2007      109.3300000       78.1385486
    5205      31       5    2007       95.1720000       69.3204967
    5206       1       6    2007       72.5160000       64.8823639
    5207       2       6    2007       70.1820000       61.6131461
    5208       3       6    2007       67.8790000       59.4733428
    5209       4       6    2007       65.6070000       58.3834482
    5210       5       6    2007       66.7390000       62.1115642
    5211       6       6    2007       67.8790000       63.9233122
    5212       7       6    2007       66.7390000       60.2540433
    5213       8       6    2007       71.3450000       60.4364700
    5214       9       6    2007       70.1820000       58.1543808
    5215      10       6    2007       65.6070000       56.6462066
    5216      11       6    2007       79.7240000       56.9304381
    5217      12       6    2007       71.3450000       55.7782796
    5218      13       6    2007       72.5160000       58.7416691
    5219      14       6    2007       71.3450000       55.1308755
    5220      15       6    2007       69.0260000       60.5024386
    5221      16       6    2007       96.5280000       69.4176594
    5222      17       6    2007       91.1700000       61.0942778
    5223      18       6    2007       77.2860000       56.4686025
    5224      19       6    2007       71.3450000       53.6369116
    5225      20       6    2007       63.3640000       51.6015116
    5226      21       6    2007       60.0510000       50.1497213
    5227      22       6    2007       62.2530000       52.5050512
    5228      23       6    2007       56.7970000       58.5884899
    5229      24       6    2007       92.4930000       55.0733763
    5230      25       6    2007       65.6070000       50.5329544
    5231      26       6    2007       65.6070000       47.6789999
    5232      27       6    2007       61.1490000       53.6837481
    5233      28       6    2007       64.4820000       58.6716018
    5234      29       6    2007       61.1490000       52.7285737
    5235      30       6    2007       55.7250000       58.9444724
    5236       1       7    2007       56.7970000       54.1531468
    5237       2       7    2007       54.6580000       60.0020181
    5238       3       7    2007      135.1750000       74.7161914
    5239       4       7    2007      132.0540000      109.0451969
    5240       5       7    2007      367.4420000      175.6979575
    5241       6       7    2007      210.5080000      150.6548701
    5242       7       7    2007      138.3160000      126.2224256
    5243       8       7    2007      115.2700000      110.0714323
    5244       9       7    2007       80.9570000      108.5455901
    5245      10       7    2007      116.7680000      158.8680790
    5246      11       7    2007      169.1590000      165.0803321
    5247      12       7    2007      124.3440000      141.6235247
    5248      13       7    2007      102.0670000      122.6090505
    5249      14       7    2007       80.9570000      107.9871910
    5250      15       7    2007       73.6960000       95.8180232
    5251      16       7    2007       69.0260000       85.7700945
    5252      17       7    2007       67.8790000       77.5830631
    5253      18       7    2007       64.4820000       70.9556463
    5254      19       7    2007       58.9600000       66.0175593
    5255      20       7    2007       56.7970000       62.1841078
    5256      21       7    2007       54.6580000       59.1694914
    5257      22       7    2007       51.4920000       56.7085732
    5258      23       7    2007       47.3440000       54.4819500
    5259      24       7    2007       50.4480000       54.9467595
    5260      25       7    2007       53.5980000       59.4053095
    5261      26       7    2007       50.4480000       53.3809617
    5262      27       7    2007       47.3440000       50.1829359
    5263      28       7    2007       46.3180000       48.4270863
    5264      29       7    2007       44.2810000       47.3430298
    5265      30       7    2007       50.4480000       69.7073381
    5266      31       7    2007       74.8840000       76.3174807
    5267       1       8    2007       58.9600000       56.7810696
    5268       2       8    2007       49.4080000       52.5864231
    5269       3       8    2007       50.4480000       59.6415556
    5270       4       8    2007       50.4480000       63.5872496
    5271       5       8    2007       45.2970000       54.0483384
    5272       6       8    2007       43.2680000       51.0075854
    5273       7       8    2007       43.2680000       49.1080400
    5274       8       8    2007       43.2680000       47.6799302
    5275       9       8    2007       45.2970000       50.2394131
    5276      10       8    2007       48.3740000       60.1498722
    5277      11       8    2007       53.5980000       61.3443890
    5278      12       8    2007       54.6580000       53.4643833
    5279      13       8    2007       54.6580000       50.2465778
    5280      14       8    2007       51.4920000       50.2754026
    5281      15       8    2007       52.5420000       47.6247283
    5282      16       8    2007       51.4920000       45.3433776
    5283      17       8    2007       47.3440000       51.6334526
    5284      18       8    2007       54.6580000       57.5041151
    5285      19       8    2007       57.8760000       48.4557731
    5286      20       8    2007       50.4480000       55.4679729
    5287      21       8    2007       62.2530000       74.0420908
    5288      22       8    2007       67.8790000       75.3551717
    5289      23       8    2007       69.0260000       78.2797212
    5290      24       8    2007       91.1700000       88.2050934
    5291      25       8    2007       89.8570000       76.8119802
    5292      26       8    2007       73.6960000       68.3714477
    5293      27       8    2007       64.4820000       63.1184191
    5294      28       8    2007       61.1490000       58.9368102
    5295      29       8    2007       58.9600000       60.9170230
    5296      30       8    2007       56.7970000       74.2887105
    5297      31       8    2007       55.7250000       80.7137860
    5298       1       9    2007       58.9600000       70.6432961
    5299       2       9    2007       57.8760000       63.4082163
    5300       3       9    2007       58.9600000       85.2228110
    5301       4       9    2007       99.2740000      116.2263136
    5302       5       9    2007      119.7820000      103.1675421
    5303       6       9    2007       92.4930000       92.4351721
    5304       7       9    2007       83.4500000       91.5867034
    5305       8       9    2007       67.8790000       84.5224806
    5306       9       9    2007       61.1490000       76.5456750
    5307      10       9    2007       60.0510000       78.4941795
    5308      11       9    2007       70.1820000       83.3917497
    5309      12       9    2007       78.5010000       75.5853973
    5310      13       9    2007       67.8790000       70.4111509
    5311      14       9    2007       60.0510000       66.4924025
    5312      15       9    2007       54.6580000       63.0245777
    5313      16       9    2007       50.4480000       59.9932340
    5314      17       9    2007       50.4480000       62.3796281
    5315      18       9    2007      159.2290000      191.7682834
    5316      19       9    2007     1171.0230000      468.4640625
    5317      20       9    2007      485.4860000      445.5044823
    5318      21       9    2007      280.6480000      367.8475150
    5319      22       9    2007      191.2440000      308.9548029
    5320      23       9    2007      151.0860000      260.8857761
    5321      24       9    2007      124.3440000      221.4927920
    5322      25       9    2007      118.2730000      188.9571037
    5323      26       9    2007      106.3940000      209.7886990
    5324      27       9    2007      237.5660000      371.8675036
    5325      28       9    2007      544.5260000      504.0254261
    5326      29       9    2007      514.9760000      498.8134773
    5327      30       9    2007      365.4170000      427.8332412
    5328       1      10    2007      273.0280000      360.7250249
    5329       2      10    2007      226.6380000      305.3149160
    5330       3      10    2007      182.6600000      259.3055683
    5331       4      10    2007      169.1590000      221.0012666
    5332       5      10    2007      151.0860000      224.6369511
    5333       6      10    2007      305.7530000      316.2366715
    5334       7      10    2007      393.9410000      388.0344912
    5335       8      10    2007      294.1040000      345.8725325
    5336       9      10    2007      235.7360000      293.3707667
    5337      10      10    2007      182.6600000      250.2436373
    5338      11      10    2007      157.5900000      214.2875299
    5339      12      10    2007      138.3160000      184.2129680
    5340      13      10    2007      119.7820000      159.0094527
    5341      14      10    2007      113.7760000      137.8719018
    5342      15      10    2007      104.9070000      120.5906537
    5343      16      10    2007      102.0670000      107.9219933
    5344      17      10    2007       96.5280000       99.6187758
    5345      18      10    2007       96.5280000      106.4778042
    5346      19      10    2007      107.8590000      124.4455143
    5347      20      10    2007      102.0670000      113.7789263
    5348      21      10    2007       85.9830000      104.2398674
    5349      22      10    2007       93.8270000      108.1368132
    5350      23      10    2007      102.0670000      126.4988497
    5351      24      10    2007      109.3300000      133.9616161
    5352      25      10    2007      112.2890000      123.4654718
    5353      26      10    2007      109.3300000      151.8904668
    5354      27      10    2007      189.5180000      242.3449423
    5355      28      10    2007      224.8300000      252.2836635
    5356      29      10    2007      215.8490000      237.7845898
    5357      30      10    2007      187.7970000      217.0309102
    5358      31      10    2007      184.3680000      213.6250525
    5359       1      11    2007      152.7050000      189.4319030
    5360       2      11    2007      147.8630000      163.6863863
    5361       3      11    2007      135.1750000      142.1469169
    5362       4      11    2007      128.9540000      124.7342212
    5363       5      11    2007      119.7820000      112.1537665
    5364       6      11    2007      118.2730000      103.9517768
    5365       7      11    2007      113.7760000       98.0057294
    5366       8      11    2007      110.8060000       94.6018684
    5367       9      11    2007      109.3300000       99.3317722
    5368      10      11    2007      109.3300000      101.4704914
    5369      11      11    2007       99.2740000       96.9223267
    5370      12      11    2007      102.0670000       92.2629302
    5371      13      11    2007       97.8950000       87.6139442
    5372      14      11    2007       93.8270000       83.6047862
    5373      15      11    2007       96.5280000       80.0845976
    5374      16      11    2007       91.1700000       76.8074021
    5375      17      11    2007       85.9830000       73.8833174
    5376      18      11    2007       84.7120000       71.3107494
    5377      19      11    2007       79.7240000       69.0502848
    5378      20      11    2007       77.2860000       67.2861470
    5379      21      11    2007       77.2860000       68.8396193
    5380      22      11    2007       78.5010000       70.2100774
    5381      23      11    2007       76.0810000       78.0252404
    5382      24      11    2007       76.0810000       99.3467287
    5383      25      11    2007      121.2970000      149.8572543
    5384      26      11    2007      187.7970000      164.3019435
    5385      27      11    2007      165.8300000      146.4671983
    5386      28      11    2007      130.5010000      128.3198195
    5387      29      11    2007      115.2700000      115.0849180
    5388      30      11    2007      107.8590000      104.9258787
    5389       1      12    2007       99.2740000       97.5431174
    5390       2      12    2007       89.8570000       97.5739706
    5391       3      12    2007      106.3940000      119.4935756
    5392       4      12    2007      170.8300000      138.2114440
    5393       5      12    2007      136.7430000      125.8475894
    5394       6      12    2007      121.2970000      112.0335465
    5395       7      12    2007      106.3940000      125.5156787
    5396       8      12    2007      141.4780000      168.7608802
    5397       9      12    2007      151.0860000      165.1930311
    5398      10      12    2007      147.8630000      163.4333506
    5399      11      12    2007      141.4780000      144.3778825
    5400      12      12    2007      122.8180000      127.7218841
    5401      13      12    2007      118.2730000      116.9224366
    5402      14      12    2007      107.8590000      105.5933831
    5403      15      12    2007      100.6640000       98.3931093
    5404      16      12    2007       99.2740000       93.5199103
    5405      17      12    2007       95.1720000       89.1860655
    5406      18      12    2007       89.8570000       85.2347604
    5407      19      12    2007       84.7120000       81.6240859
    5408      20      12    2007       79.7240000       78.3192731
    5409      21      12    2007       74.8840000       75.2893797
    5410      22      12    2007       71.3450000       72.5068216
    5411      23      12    2007       69.0260000       69.9471628
    5412      24      12    2007       69.0260000       67.5912865
    5413      25      12    2007       65.6070000       65.4148924
    5414      26      12    2007       65.6070000       63.4001042
    5415      27      12    2007       66.7390000       61.5330666
    5416      28      12    2007       64.4820000       59.7997658
    5417      29      12    2007       61.1490000       58.1875614
    5418      30      12    2007       58.9600000       56.6851099
    5419      31      12    2007       62.2530000       55.2822242
    5420       1       1    2008       59.3080000       53.9697492
    5421       2       1    2008       58.7670000       52.7394512
    5422       3       1    2008       57.5520000       51.5839195
    5423       4       1    2008       58.5580000       50.4964794
    5424       5       1    2008       57.8530000       50.0097508
    5425       6       1    2008       58.5890000       58.2291087
    5426       7       1    2008       95.3340000       69.7925273
    5427       8       1    2008      101.3800000       68.8270088
    5428       9       1    2008       92.0910000       66.5596833
    5429      10       1    2008       85.7920000       64.4911795
    5430      11       1    2008       82.1430000       80.6926776
    5431      12       1    2008       94.8870000      137.4499049
    5432      13       1    2008      245.3590000      232.8879894
    5433      14       1    2008      266.0790000      255.5890073
    5434      15       1    2008      203.0260000      225.9850660
    5435      16       1    2008      171.1190000      224.3509278
    5436      17       1    2008      201.8190000      289.3351412
    5437      18       1    2008      313.7050000      342.6298136
    5438      19       1    2008      306.9260000      309.3352013
    5439      20       1    2008      237.2350000      264.5602560
    5440      21       1    2008      204.8690000      229.5016171
    5441      22       1    2008      178.4040000      200.3099698
    5442      23       1    2008      158.4750000      173.9095250
    5443      24       1    2008      142.4230000      151.4376720
    5444      25       1    2008      124.7860000      132.9366465
    5445      26       1    2008      112.4000000      117.9745680
    5446      27       1    2008      106.6870000      107.6627411
    5447      28       1    2008      101.1100000      101.4996301
    5448      29       1    2008      101.6570000       94.9974536
    5449      30       1    2008       93.0830000       89.0101243
    5450      31       1    2008       91.7090000       83.9084383
    5451       1       2    2008       92.3960000       79.4781823
    5452       2       2    2008       85.2840000       96.1406401
    5453       3       2    2008      111.3530000      137.4898132
    5454       4       2    2008      124.3230000      169.5724742
    5455       5       2    2008      222.5400000      214.7114465
    5456       6       2    2008      227.0300000      199.9676768
    5457       7       2    2008      195.0820000      177.0107550
    5458       8       2    2008      161.7530000      156.3021208
    5459       9       2    2008      142.0100000      137.2723348
    5460      10       2    2008      123.3370000      121.6545775
    5461      11       2    2008      117.5300000      109.4073466
    5462      12       2    2008      111.3520000      100.1093710
    5463      13       2    2008      100.9810000       93.7082371
    5464      14       2    2008       93.6170000       88.8127644
    5465      15       2    2008       89.3580000       84.8594749
    5466      16       2    2008       84.2600000       81.3416758
    5467      17       2    2008       78.7440000       78.0132472
    5468      18       2    2008       78.2500000       74.9674675
    5469      19       2    2008       78.5930000       72.4465224
    5470      20       2    2008       77.7560000       70.9114030
    5471      21       2    2008       76.5370000       69.1554821
    5472      22       2    2008       77.0910000       68.2703681
    5473      23       2    2008       71.6740000       69.5006700
    5474      24       2    2008       64.7450000       71.6994517
    5475      25       2    2008       64.0950000       72.4245347
    5476      26       2    2008       67.5620000       71.8895806
    5477      27       2    2008       67.7580000       70.9510590
    5478      28       2    2008       70.7650000       69.0839050
    5479      29       2    2008       68.5780000       66.7344045
    5480       1       3    2008       70.0660000       69.6852782
    5481       2       3    2008       69.2480000       77.9063305
    5482       3       3    2008       72.3930000       82.7677858
    5483       4       3    2008       88.9250000      111.0654515
    5484       5       3    2008      112.2380000      117.4423728
    5485       6       3    2008       97.2300000      102.8637782
    5486       7       3    2008       85.4340000       96.4473072
    5487       8       3    2008       75.7820000       94.0179072
    5488       9       3    2008       78.9120000       92.2618349
    5489      10       3    2008       92.9630000       94.9799638
    5490      11       3    2008      117.0350000      121.0647295
    5491      12       3    2008      154.0450000      125.7763789
    5492      13       3    2008      136.6720000      120.3196559
    5493      14       3    2008      123.8440000      114.7389980
    5494      15       3    2008      103.2040000      107.9315837
    5495      16       3    2008      102.1750000      120.7852352
    5496      17       3    2008      170.2020000      180.5598413
    5497      18       3    2008      233.3770000      216.7607940
    5498      19       3    2008      237.4400000      200.9314943
    5499      20       3    2008      197.6950000      174.1657232
    5500      21       3    2008      173.8650000      165.5757436
    5501      22       3    2008      187.4390000      197.8823056
    5502      23       3    2008      238.1810000      221.1221395
    5503      24       3    2008      283.9170000      242.3351449
    5504      25       3    2008      258.5210000      232.2234681
    5505      26       3    2008      225.0570000      204.4505359
    5506      27       3    2008      204.1380000      199.1045136
    5507      28       3    2008      211.0410000      215.9664372
    5508      29       3    2008      213.2040000      211.8491093
    5509      30       3    2008      245.5060000      219.8228588
    5510      31       3    2008      244.0330000      207.8477733
    5511       1       4    2008      236.6230000      195.8152103
    5512       2       4    2008      226.8840000      194.3099964
    5513       3       4    2008      235.1910000      196.8582522
    5514       4       4    2008      209.7210000      175.9930147
    5515       5       4    2008      190.9380000      155.1563362
    5516       6       4    2008      173.5500000      143.2878031
    5517       7       4    2008      173.3580000      152.7276869
    5518       8       4    2008      183.4300000      164.1089034
    5519       9       4    2008      191.5030000      183.1621027
    5520      10       4    2008      192.3860000      193.5915932
    5521      11       4    2008      245.7980000      261.4916535
    5522      12       4    2008      484.2240000      399.0353450
    5523      13       4    2008      658.2680000      479.5292148
    5524      14       4    2008      473.5120000      425.4146270
    5525      15       4    2008      363.4600000      361.0053956
    5526      16       4    2008      296.4410000      311.1470336
    5527      17       4    2008      258.9870000      287.7839301
    5528      18       4    2008      255.0940000      280.8044049
    5529      19       4    2008      271.9230000      319.6125449
    5530      20       4    2008      370.2360000      320.4489051
    5531      21       4    2008      317.9380000      310.9954406
    5532      22       4    2008      371.0590000      373.9085561
    5533      23       4    2008      467.2970000      385.8561768
    5534      24       4    2008      381.1470000      336.6939757
    5535      25       4    2008      300.5090000      290.1553818
    5536      26       4    2008      281.4340000      262.3465697
    5537      27       4    2008      248.0040000      230.5192261
    5538      28       4    2008      231.5470000      199.2712073
    5539      29       4    2008      206.7360000      174.3156021
    5540      30       4    2008      200.9160000      156.9272105
    5541       1       5    2008      183.9720000      148.3397340
    5542       2       5    2008      196.7030000      150.5167415
    5543       3       5    2008      194.2910000      139.1745794
    5544       4       5    2008      177.3590000      126.3468818
    5545       5       5    2008      175.9970000      126.3248960
    5546       6       5    2008      172.0580000      122.3246851
    5547       7       5    2008      168.9550000      112.6715307
    5548       8       5    2008      157.7770000      105.4824165
    5549       9       5    2008      151.9790000       99.6430965
    5550      10       5    2008      147.0190000       94.7445589
    5551      11       5    2008      141.1940000       90.8318113
    5552      12       5    2008      138.5030000       87.4554700
    5553      13       5    2008      136.4430000       84.3669717
    5554      14       5    2008      130.3150000       81.5241877
    5555      15       5    2008      120.6440000       78.9024254
    5556      16       5    2008      121.8670000       76.9339675
    5557      17       5    2008      128.4190000       81.3316797
    5558      18       5    2008      144.9980000      115.3882425
    5559      19       5    2008      261.1270000      181.1179755
    5560      20       5    2008      367.3990000      242.2405159
    5561      21       5    2008      421.5400000      262.8757871
    5562      22       5    2008      317.3940000      236.1784135
    5563      23       5    2008      237.9710000      206.5167635
    5564      24       5    2008      206.9780000      189.1950087
    5565      25       5    2008      193.2510000      168.2723764
    5566      26       5    2008      177.7450000      148.0351052
    5567      27       5    2008      166.7050000      132.0011072
    5568      28       5    2008      161.8310000      119.5843559
    5569      29       5    2008      151.7650000      109.7781753
    5570      30       5    2008      144.6180000      102.4700338
    5571      31       5    2008      141.5950000       97.7589337
    5572       1       6    2008      126.6870000       93.0734870
    5573       2       6    2008      117.8120000       99.5678172
    5574       3       6    2008      170.7540000      122.3689920
    5575       4       6    2008      177.5420000      139.6491463
    5576       5       6    2008      238.4490000      182.9763381
    5577       6       6    2008      339.2180000      245.6474342
    5578       7       6    2008      324.0630000      247.2046445
    5579       8       6    2008      275.0360000      230.6385309
    5580       9       6    2008      213.0880000      206.4387108
    5581      10       6    2008      186.1610000      179.9780757
    5582      11       6    2008      162.7830000      156.7667948
    5583      12       6    2008      153.0060000      143.4432126
    5584      13       6    2008      153.7920000      155.3961664
    5585      14       6    2008      163.9740000      178.9531128
    5586      15       6    2008      176.6840000      177.2538488
    5587      16       6    2008      158.7790000      157.2300466
    5588      17       6    2008      173.5440000      185.1040553
    5589      18       6    2008      375.3760000      250.2633633
    5590      19       6    2008      359.9560000      230.8177555
    5591      20       6    2008      259.1110000      198.2097717
    5592      21       6    2008      227.2020000      172.7756409
    5593      22       6    2008      184.2440000      151.1871845
    5594      23       6    2008      167.5050000      134.1058950
    5595      24       6    2008      149.6380000      121.8565802
    5596      25       6    2008      141.5820000      112.8316966
    5597      26       6    2008      123.2930000      105.7146411
    5598      27       6    2008      122.4610000      100.1760990
    5599      28       6    2008      123.8000000       95.8278200
    5600      29       6    2008      113.6110000       91.7380768
    5601      30       6    2008      106.3900000       88.3945008
    5602       1       7    2008       98.3820000       85.0754166
    5603       2       7    2008       96.3500000       82.0418211
    5604       3       7    2008       94.5610000       79.2971472
    5605       4       7    2008       91.3770000       78.4947881
    5606       5       7    2008       92.9730000       78.4879231
    5607       6       7    2008       89.4600000       82.5027630
    5608       7       7    2008       97.2780000      108.9041582
    5609       8       7    2008      132.6820000      120.9567320
    5610       9       7    2008      154.1610000      124.1253321
    5611      10       7    2008      127.1140000      109.4831013
    5612      11       7    2008      104.7740000      100.1858000
    5613      12       7    2008       87.3920000       94.3993575
    5614      13       7    2008       91.5880000      129.8816691
    5615      14       7    2008      228.2410000      219.2621192
    5616      15       7    2008      268.5760000      217.8174077
    5617      16       7    2008      181.6180000      187.5889314
    5618      17       7    2008      143.1390000      198.3465692
    5619      18       7    2008      235.9340000      266.7676821
    5620      19       7    2008      285.8700000      249.6782157
    5621      20       7    2008      177.8540000      248.8138533
    5622      21       7    2008      276.5000000      308.4972705
    5623      22       7    2008      297.0030000      287.8686045
    5624      23       7    2008      233.3000000      248.7559079
    5625      24       7    2008      190.9380000      215.7114670
    5626      25       7    2008      159.2170000      186.9502055
    5627      26       7    2008      136.0940000      173.4753144
    5628      27       7    2008      153.6900000      178.1958984
    5629      28       7    2008      138.0040000      160.8981985
    5630      29       7    2008      120.9620000      140.8920001
    5631      30       7    2008      109.0280000      125.2939933
    5632      31       7    2008      107.9330000      114.0500468
    5633       1       8    2008      100.8040000      106.3764572
    5634       2       8    2008       95.2180000      101.7651886
    5635       3       8    2008       96.1930000      100.3906107
    5636       4       8    2008      100.1650000       96.8709308
    5637       5       8    2008       91.6620000       93.7761772
    5638       6       8    2008       87.8010000       90.9565872
    5639       7       8    2008       93.1490000       87.4215721
    5640       8       8    2008       97.3570000      108.1722428
    5641       9       8    2008      124.8050000      135.1317313
    5642      10       8    2008      126.1770000      116.5810080
    5643      11       8    2008      105.9400000      105.6343762
    5644      12       8    2008       91.9900000       99.4457265
    5645      13       8    2008       87.9870000       95.9120734
    5646      14       8    2008       88.8570000       93.1850280
    5647      15       8    2008       86.7100000      136.0511296
    5648      16       8    2008      212.1470000      233.2629820
    5649      17       8    2008      223.8930000      212.3489889
    5650      18       8    2008      160.7180000      180.0161404
    5651      19       8    2008      129.4790000      156.0955286
    5652      20       8    2008      104.4140000      136.3129564
    5653      21       8    2008      101.7830000      121.3376968
    5654      22       8    2008       88.2510000      111.0743958
    5655      23       8    2008      104.7990000      171.5395713
    5656      24       8    2008      354.0860000      311.9405199
    5657      25       8    2008      352.4400000      288.6817634
    5658      26       8    2008      221.7540000      243.4557450
